model,MAE,RMSE,R2
LinearRegression_base_text,6.130079980063974,7.77519922536091,0.7554556886495473
RandomForest_base_text,7.13618575270787,9.019320622433735,0.6709346424212059
LinearRegression_base,11.619977694947847,14.378268244449565,0.16372776852604287
RandomForest_base,11.781455359882578,14.602047000347898,0.13749425423866712
